id,title,description,rism,date,century,century_id,provenance,provenance_detail,provenance_id,segment,summary,indexing_notes,liturgical_occasions,indexing_date,drupal_path
source_574,"Utrecht, Universiteitsbibliotheek 405 (III. K. 3)","See Koert van der Horst, Illuminated ...  1989 no. 58  Northern Netherlands (Utrecht?) ca. 1450 296x288 (273x193) Textualis formata Prov.   Prochial church, Lopic",NL-Uu,ca. 1450 (van der Horst)  1460 (de Loos),15th century (1450-1475),century_1450_1474,Utrecht,Utrecht—S. Maria,provenance_196,bower,,,,,http://cantus.uwaterloo.ca/source/124049
source_575,"Paris, Bibliothèque nationale, lat. 1154","For complete contents, see:  H. Spanke. Rhythmen– und Sequenzenstudien. Studi medievali, nouva serie 4 (new ser.) (1931): 286-320.",F-Pn,"9th century, late (Spanke, Winterfeld)",9th century (875-900),century_0875_0899,Aquitania,Aquitania,provenance_011,bower,,,,,http://cantus.uwaterloo.ca/source/123774
source_576,"Mainz, Bischöfliches Dom- und Diözesanmuseum, A","These five manuscripts were written in the 1430s for use by the Carmelites of Mainz: an inscription in Codex A (now in the Bayerische Staatsbibliothek in Munich) gives a date of 1430 but an inscription in Codex B gives a date of 1432. They were commissioned by the Carmelite Johannes Fabri in memory of his parents. They follow the rite of the Carmelite Order as defined by the Ordinal of Sibert de Beka, promulgated by the General Chapter of London in 1312. Only feasts admitted to the Carmelite liturgy after this date are different from the stipulations of Sibert&rsquo;s Ordinal.In the &ldquo;Extra&rdquo; field of the widescreen version for many records of this index is the page number referring to Sibert de Beka&rsquo;s ordinal.This antiphoner contains several Offices not found in CAO: they include the Offices for Thomas of Canterbury, the Three Marys, Corpus Christi, the Visitation of Mary, Anne, Augustine, the Presentation of Mary, and Catherine. Some of these Offices have been edited in Analecta hymnica and/or appear within other CANTUS files. The Office for Thomas of Canterbury was a very popular rhymed Office and appears in Analecta hymnica vol. 13, pp. 238-42 (an edition also appears in James Boyce, O. Carm., &ldquo;Cantica Carmelitana: The Chants of the Carmelite Office,&rdquo; Ph.D. diss., New York University, 1984). The rhymed Office for the Three Marys appears in Analecta hymnica vol. 5, pp. 38-45 (see also bibliography, below).The partially rhymed Office of the Visitation of Mary appears in Analecta hymnica vol. 48, pp. 427-29. The Office for the Presentation of Mary appears to be unique, and was probably composed within the Mainz Carmelite convent; its chants are all derived from other Offices, primarily that of Thomas of Canterbury. The Office for Catherine appears in Analecta hymnica vol. 26, pp. 212-15. A partial Office, with some versified chants, is given for the feast of the Transfiguration. Two feasts prominent in the Carmelite rite are the Commemoration of the Resurrection (celebrated on the last Sunday of the year), and the Patriarchs Abraham, Isaac and Joseph, on October 6th. The former is not specifically represented here, probably because the chants were simply borrowed from the Easter Sunday liturgy. The chants for the feast of the Patriarchs (Codex D, f. 101) are standard and are simply borrowed from other occasions and compiled for this specifically Carmelite celebration. Similarly, Marian chants were borrowed and compiled for the feast of Our Lady of the Snows (Codex C, f. 259v).A number of pages are missing from the antiphoner, especially in Codices A and D; many of these pages occur at the beginning of Matins, either at the first antiphon or first responsory. Since some illuminations survive in the manuscripts, it is reasonable to surmise that the missing folios contain illustrations of some kind.All chants in the antiphoner not found in CAO are assigned an arbitrary number beginning with &ldquo;mai.&rdquo; Differentiae are assigned arbitrary numbers.",D-MZb,1430,15th century (1425-1450),century_1425_1449,Mainz,Mainz,provenance_090,cantus,"Antiphoner, written in the 1430s for use by the Carmelites of Mainz. Square Roman notation on a four-line staff. Cathedral cursus. 278 folios (ff. 4, 5, 7, 36, 62, 68, 73, 77, 85, 88, 146, 166, 168, 175, 179, 202, 215, 233, 238 and 264 missing). 58 cm x 48 cm.","The computer file was prepared by James Boyce, O. Carm. (Fordham University), with editorial assistance from Keith Glaeske (The Catholic University of America).","Ff. 2-277: Winter Temporale. 2r, Ascension; 3r, Common of Mary; lacuna; 6r, first Sunday of Advent; lacuna; 8r-35v, first Sunday of Advent to Saturday of Second Week of Advent; lacuna; 37r-61v, third Sunday of Advent to Tuesday of fourth week of Advent; lacuna; 63r-67v, Wednesday Ember Day; lacuna; 69r-72v, Thursday/Friday of fourth week of Advent; lacuna; 74r-76v, Saturday Ember Day; lacuna; 78r-84v, Great “O” Antiphons to Christmas Eve; lacuna; 86r-87v, Christmas; lacuna; 89r, Christmas; 108r-145v, Stephen to Holy Innocents; lacuna; 147r-165v, Holy Innocents to Circumcision (152r-161v, Thomas Becket); lacuna; 167, Circumcision; lacuna; 169r-174v, Circumcision; lacuna; 176r-178v, Circumcision to Epiphany; lacuna; 180r, Epiphany; 200v-201v, Ferial Office (Sunday); lacuna; 203r-214v, Ferial Office (Sunday, Monday); lacuna; 216r-232v, Ferial Office (Monday through Thursday); lacuna; 234r-237v, Ferial Office (Thursday, Friday); lacuna; 238r, Ferial Office (Saturday); 245r-263v, Septuagesima to Sexagesima Week; lacuna; 265r-277v, Quinquagesima to Saturday after Ash Wednesday.",,http://cantus.uwaterloo.ca/source/123620
source_577,"Sankt-Gallen, Kantonsbibliothek, Vadiana 317",This source is not a proper Germanic sequentiary,CH-SGv,early tenth (Bischoff),10th century (900-925),century_0900_0924,Sankt-Gallen,Sankt Gallen ?,provenance_154,bower,,,,,http://cantus.uwaterloo.ca/source/123784
source_578,"Autun, Bibliothèque municipale 28 S","See Stäblein, “Zur Frühgeschichte der Sequence,” p. 7-8.",F-AUT,x in.  [Handschin ix.],10th century (900-925),century_0900_0924,Autun,Region of Autun?,provenance_017,bower,,,,,http://cantus.uwaterloo.ca/source/123781
source_579,"Chicago, Art Institute of Chicago, 1911.142b",,,,,,,,,cantus,,,,,http://cantus.uwaterloo.ca/source/669046
source_580,"Oxford, Bodleian Library, Douce 222",,GB-Ob,"11th c, second half (Brunner)",11th century (2nd half),century_1050_1099,Novalesa,Novalesa (Brunner),provenance_114,bower,,,,,http://cantus.uwaterloo.ca/source/123856
source_581,"London, British Library, add. 18 031","Two mss—18031 and 18032—form a single source divided by two parts of liturgical year. Very similar to Bruxelles 2031-2.  Les Sources, p.62:  Notation gothique rhénane (analogue ŕ celle de Bruxelles 2695-2719) sur 3 uo 4 lignes tracées ŕ la pointe sèche.  La ligne du fa est colorée en rouge.",GB-Lbl,early 13th century (Les Sources),13th century (1200-1225),century_1200_1224,Stavelot,Stavelot,provenance_182,bower,,,,,http://cantus.uwaterloo.ca/source/123942
source_582,"Toledo, Archivo Capitular, ms 35.10","Les souces, p. 141:  Il s’agit peut-ętre d’un monastère de Tolède.XIIIe siècle. Numbering difficult:  clear numbers on pp. 110 120 130 AH34 offers three rather rare prosae from the ms (316, 340, 357), and the Blume describes the ms as 12/13",E-Tc,13th c.  (Les Sources)  ab (cmb--see below),13th century (1st half),century_1200_1249,Toledo,Toledo? (Les Sources),provenance_185,bower,,,,,http://cantus.uwaterloo.ca/source/123967
source_583,"Città del Vaticano (Roma), Biblioteca Apostolica Vaticana, lat. 8737","The latest indication of date in the manuscript is the name of Dominic (canonized in 1232) in the kalendar, in the main hand. Apart from that, no clear indications of date have been uncovered. The differentiae of each mode have been numbered with a two-digit system: an upper-case letter indicating the final pitch of the differentia and a sequentially ordered numeral. Differentiae that vary in terms only of immediately repeated notes, presence/absence of liquesence or neumation are give the same differentia code, but are distinguished with a lowercase letter in the first column of the &ldquo;Extra&rdquo; field (see the Widescreen File Description).Chants not found in CAO have been assigned arbitrary numbers beginning with ""fra"".The codes for differentiae and chants not found in CAO in this index are consistent with those used for the other Franciscan manuscripts in the database:Assisi, Biblioteca comunale, 693Assisi, Biblioteca comunale, 694Assisi, Cattedrale San Rufino - Archivio e Biblioteca, 5Budapest, Egyetemi Könyvtár (University Library), lat. 118, 119, 122, 121Chicago, Newberry Library, 24Fribourg (Switzerland), Bibliothèque des Cordeliers, 2München, Franziskanerkloster St. Anna, Bibliothek, 12o Cmm 1Napoli, Biblioteca nazionale Vittorio Emanuele III, vi. E. 20",I-Rvat,1232+,,,Italy,Italy,provenance_071,cantus,"Franciscan breviary from central Italy. Possibly thirteenth century, after 1232. 215 x 152 mm. Central-Italian staff notation. Cathedral Cursus. 301 folios.",The index for I-Rvat lat. 8737 was prepared by Andrew Mitchell at the University of Western Ontario.,"Ff. 1r-177v: Temporale. 1r, Stephen (begins at Matins); lacuna (part of folio 5 is torn away); 17r, Epiphany; lacunae (after 20v and 21v); 24r, Dominical and Ferial Offices; lacuna (after 39v); 40v, Septuagesima; lacuna (after 48v); 52v, Ash Wednesday; lacunae (after 61v, 68v, and 72r); 94v, Triduum; 106v, Easter; lacuna (after 113v); 134r, Pentecost; 140v, Histories; lacunae (after 152v, 159v and 161v).
Ff. 177v-269v: Sanctorale. 178r, Andrew; 183r, Lucy; 186v, Agnes; 191r, Conversion of Paul; 192r, Purification; 196v, Agatha; lacuna; 197r, Peter’s Chair; 198v, Annunciation; 202v, Mark; 203v, Philip and James; 204v, Finding of the Cross; 207r, Appearance of Michael; 210r, John the Baptist; 216v, Peter and Paul; 228r, Peter in Chains; lacuna; 229r, Laurence; 233v, Assumption; 238r, Beheading of John the Baptist; 240r, Nativity of Mary; 243r, Exaltation of the Cross; 246r, Michael; 250r, Francis; 258r, All Saints; lacuna (part of folio 259 torn away); 261r, Martin; 265v, Cecilia; lacuna (after 265v); 268r, Clement.
Ff. 269v-290r: Common of Saints; lacuna (after 273v). Ff. 290r-293v: Dedication of a Church. Ff. 293-296r: Votive Offices for Mary. Ff. 296r-299v: Office for the Dead (incomplete). Ff. 200r-301r: Kalendar (May-August).",12 February 2004,http://cantus.uwaterloo.ca/source/123676
source_584,"Trier, Stadtbibliothek Weberbach, 1245 / 597 (original)","Monastic antiphoner from the abbey of Prüm (Eifel).
The antiphoner is part of a miscellaneous manuscript, filling f. 107r-129r, with later additions on f. 129r and f. 106r-106v. It contains only text incipits without musical notation, ordered in three columns.
The original destination for Prüm is attested by a hymn for St. Chrysanthus and Daria in the hymnary section of the manuscript as well as by an office for St. Goar (consisting of commune pieces only) in the antiphoner. The relics of St. Chrysanthus and Daria were translated from Rome to Münstereifel, a dependency of Prüm, in 836; the church of St. Goar was equally a dependency of Prüm. The manuscript was at some time brought to the monastery of St. Martin in Trier, perhaps by Regino of Prüm who left Prüm in 899 and became abbot of St. Martin. If this assumption is correct, the thorough revision of the antiphoner can be seen as representing the use of St. Martin.
There seems to be a consistent layer of revision, done by varying means:
addition of numbers for the reordering of responsories,
addition of text incipits in the margins or between the lines,
cancelling or underlining of text incipits,
erasure and rewriting.
In many cases it is easy to read and to distinguish the two layers. In the case of erasures, sometimes the original text can be reconstructed from traces of letters, sometimes not. (For difficult cases the manuscript has been consulted in original.)
For several reasons it has been decided to produce two separate indices for the original and the revised layer. That implies that the index ""original"" ignores all parts that are added later, the index ""revised"" on the other hand places the pieces in the order intended by the various means of revision.",D-TRs,860-870,09th century,century_0800_0899,Prüm,,provenance_132,cantus,,,,2016; released online spring 2017;,http://cantus.uwaterloo.ca/source/651162
source_585,"Trier, Stadtbibliothek Weberbach Trier, F-jedx (fragment)",,D-TRs,,11th century,century_1000_1099,,,,cantus,,,,,http://cantus.uwaterloo.ca/source/696405
source_586,"München, Bayerische Staatsbibliothek, Clm 23 063",see notes,D-Mbs,"12th c., early (cmb)",12th century (1100-1125),century_1100_1124,Salzburg,Salzburg (Les Sources),provenance_152,bower,,,,,http://cantus.uwaterloo.ca/source/123879
source_587,"Monza, Basilica di S. Giovanni Battista - Biblioteca Capitolare e Tesoro, 15/79","The index follows the Arabic folio numbers in the upper right-hand corner of each recto, although damage to the codex has often obscured them. These numbers were added after two groups of folios had been bound out of order in the Sanctorale section: the table below records their correct sequence.1-200: Temporale and Sanctorale to Agatha217-224: Agatha to Phillip and James201-216: Phillip and James to Peter225-273: Peter to Common of ApostlesNo folios appear to have been lost due to this mistake; however, there is a remarkable and unexplained absence of the Sanctorale in the manuscript during the month of July, indicated by the leap from the single antiphon for St. Mustiola (July 3) to St. Laurence (August 10) on f. 231r.The confusion caused by the binding error is compounded by the manuscript&#39;s occasionally unusual liturgical ordering. For example, music for the Exaltation of the Cross (September 14) appears in two locations: f. 202v, following the Finding of the Cross (May 3); and f. 246r, in its expected position. A similar arrangement occurs for music for the feast of the Assumption (August 15): in the expected position for this feast (f. 235r), the invitatory and series of responsories appear to be of northern Italian provenance (with concordances only with Hesbert&#39;s Ivrea and Verona manuscripts in CAO); more widely disseminated chants are included as alternates for the Matins of Assumption but in an unexpected location, following the Nativity of Mary (f. 244r).Some of the peculiar arrangements in the Temporale seem to reflect a relaxed approach to the liturgical assignment of chants or series of chants. For example, antiphons presumably for the psalms of Lauds following the Octave of Easter (f. 116v), but not assigned to any particular day, are followed by a list of antiphons ""in evangelio"" for the five Paschal Sundays following the Octave (f. 117r), including the Sunday after Ascension.These lists of antiphons are succeeded by two series of Paschal responsories (beginning on f. 120v and f. 123r), separated only by a single antiphon. The only rubric which gives any indication of the liturgical function of these chants precedes the first set of responsories and indicates that some of their texts are taken from the book of Revelations. These responsories are then followed by the feast of the Ascension (f. 125v). (The Common of Paschal Martyrs, it should be noted, has been included within the Sanctorale, f. 221v.)Lack of adequate rubrics makes the assignment of chants to a particular liturgical occasion difficult in other cases, as well. Clusters of antiphons and responsories during the pre-Lenten penitential season are given no rubrics at all: their assignment by the indexers to Septuagesima, Sexagesima, or Quinquagesima is somewhat arbitrary. The same is true for a series of antiphons presumably intended for Eastertide memorials to the True Cross (f. 107r). In order to reflect the manuscript&#39;s lack of specificity, some fields in the index (liturgical occasion, Office, and position) have been assigned very general designations.Unfortunately, water and other damage have rendered many of the folios largely, if not completely, illegible. Faint or invisible musical notation has led the indexers to indicate uncertain modal or differentia assignments by question marks. However, the only folios actually missing from the manuscript are at the end. Some information concerning the missing Common of Martyrs may be reconstructed from incipits listed as alternate chants on the feast of the Holy Innocents (ff. 185v-187v).",I-MZ,1100s,12th century,century_1100_1199,Pavia,Pavia,provenance_123,cantus,"12th-century antiphoner from St. Mayeul (Pavia, Italy). Dry- point staff. Cathedral cursus. 273 folios. Almost complete (ends in the Common of Apostles).","The index for I-MZ 15/79 was prepared by Charles Downey, Keith Glaeske, and Denise Gallo at The Catholic University of America.","Ff. 1-176: Temporale. 1r, First Sunday of Advent; 21r, Great ""O"" Antiphons; 23v, Christmas; 32r, Epiphany; 39v, Ferial Office; 50r, Septuagesima; 93r, Maundy Thursday; 104r, Easter Sunday; 129v, Pentecost; 135r, Antiphons ""Ad Benedicite""; 136r, Summer Histories; 163v, Trinity; 168v, Sundays after Pentecost.
Ff. 177-272v: Sanctorale (two sections of folios have been bound out of order). 177r, Stephen; 188v, Silvester; 200v, Agatha; 201r, Philip and James; 201r, Finding of the Cross; 202v, Exaltation of the Cross; 203v, Syrus; 214r, Peter; 217r, Agatha; 221v, Common of Paschal Martyrs; 223v, Philip and James; 225r, Peter; 235r, Assumption; 240v, Nativity of Mary; 244r, alternate Matins service for Assumption; 246r, Exaltation of the Cross; 253v, All Saints' Day; 268r, Andrew.
Ff. 272v-273: Common of Apostles (incomplete).",by 1997,http://cantus.uwaterloo.ca/source/123626
source_588,"Aachen (Aix-la-Chapelle), Domarchiv, G 20",,D-AAm,1200s,13th century,century_1200_1299,Aachen,Aachen,provenance_001,cantus,,"The inventory for D-AAm G 20 was prepared by Ike de Loos (Universiteit Utrecht), Elizabeth Sander (University of Western Ontario), and Andrew Mitchell (University of Western Ontario), with editorial assistance from Debra Lacoste  (University of Western Ontario) and Kate Helsen (University of Western Ontario).",,15 November 2007,http://cantus.uwaterloo.ca/source/123714
source_589,"Augsburg Antiphoner (1495); London, British Library, printed book IB. 6753","The explicit of this book indicates that the vesperale was revised by Magister Sixtus Haug [magistri Sixti Haugem revisum et emendatum] and that it was printed in 1495 on February 23 [vii. kal. Martii]. On the verso of the folio before the chants begin, there is a handwritten inscription, &ldquo;Schloss Radegg.&rdquo; This book is listed in the RELICS database, where other extant copies are listed (in RELICS, search under the phrase &ldquo;Antiphonarium Augustense&rdquo;). Although the book contains mostly chants for the Offices of First and Second Vespers, there are full Offices for Christmas, the Triduum, Easter and Corpus Christi. In cases where the book does not indicate (and context does not clearly suggest) whether a chant belongs to First or Second Vespers, only &ldquo;V&rdquo; is marked in the Office field. The foliation used in this inventory is that found in the book. As well as the single unnumbered folio at the beginning of the book, there is an unnumbered folio at the end containing Ratdolt&rsquo;s device (that is, his trademark) on its verso side.The differentiae of each mode have been numbered with a two-character system: an upper-case letter indicating the final pitch of the differentia and a sequentially ordered numeral.
In the invitatorale section of the book, the invitatory antiphon for Corpus Christi (Christum regem adoremus) is paired with the invitatory tone NE. However earlier in the Office of Corpus Christi, the incipit resembles the incipit for the tone CH. This latter tone is often associated in Office books with a particular antiphon melody used in the Christmas season (see Liber Usualis, p. 368ff), not the melody used for Christum regem in this book. Therefore the provisional code GR will be used for the tone incipit in the Corpus Christi Office. GR has this incipit in other sources of the Cantus Database, such as the Klosterneuburg manuscripts, for example.",Print,1495,15th century (1475-1500),century_1475_1499,Augsburg,Augsburg,provenance_016,cantus,"Vesperale. Hufnagelschrift. Cathedral cursus. 90 numbered folios. 348 x 238mm. Printed book, produced in Augsburg in 1495 by Erhard Ratdolt.",The inventory for the printed Augsburg antiphoner dated 1495 was prepared by Andrew Mitchell (The University of Western Ontario).,"Ff. 1r-49v: Temporale. 1r, Advent; 2v, O antiophons; 4r, Christmas; 10v, Stephen; 11v, John the Evangelist; 13v, Holy Innocents; 14v, Epiphany; 17v, Septuagesima; 18v, Lent; 22r, Triduum; 28r, Easter; 33v, Ascension; 35v, Pentecost; 38r, Trinity; 38v, Corpus Christi; 44v, Summer Histories.
Ff. 49v-78v: Sanctorale. 49v, Andrew; 50v, Nicholas; 51v, Thomas the Apostle; 51v, Sebastian; 52r, Conversion of Paul; 53v, Purification; 54v, Agatha; 54v, Peter’s Chair; 55r, Gregory; 55r, Annunciation; 56v, George; 57r, Phillip and James; 57v, Finding of the Cross; 58v, John the Baptist; 59v, Peter and Paul; 61r, Visitation of Mary; 62r, Ulric (Bishop of Augsburg); 63v, Seven Brothers; 64r, Mary Magdalene; 65v, Afra; 67v, Laurence; 68r, Assumption; 70v, Nativity of Mary; 71v, Dedication of a Church; 73r, Michael; 74r, Gall; 74v, All Saints; 75v, Martin; 76v, Elizabeth of Hungary; 77r, Catherine.
Ff. 186v-212v: Common of Saints. F. 86vff: Invitatory tones.",posted online 12 February 2004;,http://cantus.uwaterloo.ca/source/123668
source_590,"Leiden, Universiteitsbibliotheek BPL 2777","Cantuale1562 (Dutch—1r:    Anno XV  twee ente sestig ... )Oestgeest230x165 (167x 115)75ff. CMD-NL 2, nr. 544, pl. 621",NL-Lu,1562,16th century (1550-1575),century_1550_1574,Oostgeester kloosterboek of Kerkboek,Oostgeester kloosterboek of Kerkboek,provenance_116,bower,,,,,http://cantus.uwaterloo.ca/source/124096
source_591,"Leipzig, Universitätsbibliothek, Rep. I 93","Early tenth-century antiphoner, somehow connected with Regino of Prüm.
The manuscript consists of three parts:
1 texts on music theory (f. 4r-36v),
2 an appendix to a (non-extant) gradual (f. 36v-51v),
3 a monastic antiphoner (51v-147v, 3r-3v).
The parts are written continuosly by the same hand (as it seems), except for some additions at the end of the antiphoner.
Part 1 contains Regino's Epistola de armonica institutione, a shortened version of Regino's tonary and another tonary.
Part 2 contains the alleluia series for sundays, for the proprium de tempore and for the commune sanctorum, then a group of tracts that do not belong to the standard repertory, finally antiphons for the adoratio crucis and for processions.
Part 3 is introduced by the rubric ""Incipit breuiarium nocturnale per circulum anni in laude dei canendum"". Despite the designation ""nocturnale"" it is a full antiphoner; the designation ""breuiarium"" may indicate that the chants are not written in full. Normally each chant begins on a new line and is broken off at the end of the line. These text incipits, however, are given full musical notation (French adiastematic notation). Furthermore the mode of antiphons (except invitatories) and great responsories is indicated in the margin. There are several systems for the indication of mode: 
a) abbreviations for the greek names (AP - authenticus protus, PP - plaga proti, AD - authenticus deuterus, PD plaga deuteri, AT - authenticus tritus, PT - plaga triti, AHT - authenticus tethrarchus, PHT - plaga tethrarchi) on f. 52r-109r; 
b) roman numbers (I.To. etc.) on f. 52r-59v additionally to a) for responsories;
c) letters in place of numbers (A - 1, B - 2 etc.) on f. 100v-109r additionally to a).
All these systems can be found in this manuscript's version of Regino's tonary. Additionally the differentiae (here called divisiones) are indicated for the antiphons. They are largely congruent with Regino's tonary. From f. 109v there are no modal indications. Sometimes the modal indication for a responsory is contradicted by the notation of the responsory verse. In the index preference is given to the notation.

The date of the manuscript is usually given as beginning of the tenth century. Since Regino wrote his tract and tonary after 899, when he came from Prüm to Trier, the manuscript must be close to the author. Its place of origin cannot be determined. The clearest indicator is a charter on f. 1v-2v that deals with posessions in the region of Metz (see Bernhard, p. 13-15).",,900-925,10th century (900-925),century_0900_0924,Metz,"Provenance not clear, the manuscript includes a charter naming places near Metz",provenance_096,cantus,,,,Fall 2015 / Winter 2016,http://cantus.uwaterloo.ca/source/641834
source_592,"Graz, Universitatsbibliothek 761","Klein-Ilbeck, p. 187.",A-Gu,13th c. (late-cmb),13th century (1200-1225),century_1200_1224,St. Lambrecht (Steiermark),St. Lambrecht (Steiermark),provenance_175,bower,,,,,http://cantus.uwaterloo.ca/source/123932
source_593,"Graz, Universitätsbibliothek 1584","R. Flotzinger. “Frügeschichte und Mittelalter,” in Musik in der Steiermark.  Katalogh der Landesausstellung 1980, ed. R. Flotzinger.  Graz, 1980.   93-122.  see esp. p. 109.",A-Gu,ca. 1200 (Praßl und Flotzinger),13th century (1200-1225),century_1200_1224,Seckau,Seckau,provenance_158,bower,,,,,http://cantus.uwaterloo.ca/source/123931
source_594,"Princeton , Princeton University Archive, Princeton MS. 245",,US-PRu,Second half of thirteenth century,13th century (2nd half),century_1250_1299,Dominican,Produced for Dominican convent in Northern France or Southern Low Countries,provenance_042,cantus,,,,,http://cantus.uwaterloo.ca/source/691366
source_595,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.5 (rkp. Perg. 13)","Provenance (usage): Kraków, Carmelite convent
Provenance (subsequent history):
Noteworthy Details: This is one of six antiphoners indexed by CANTUS that were used at the Carmelite convent in Kraków. The other five manuscripts are:
    Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.1 (rkp. Perg. 12)
    Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.2 (rkp. Perg. 14)
    Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.3 (rkp. Perg. 15)
    Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.4 (rkp. Perg. 20)
    Wrocław, Zakład Narodowy im. Ossolińskich, Biblioteka, Rkp. 12025/IV
[rkp. Perg. = Rękopis Pergament; The manuscripts still remaining at the Carmelite convent in Kraków have been numbered (Ms. 1 - Ms. 5) chronologically, earliest to latest, by James Boyce. The ""rękopis"" (Polish for 'manuscript') numbers assigned by Jerzy Gołos, who ordered the sources by size from largest to smallest, have been retained in parentheses with the abbreviation ""rkp"".]
Contributors to MS Description: JB (08/2006), ed. DL (08/2007, 01/2008).",PL-Kkar,1400s,15th century,century_1400_1499,Kraków,Kraków,provenance_077,cantus,Antiphoner. 140 ff. Writing Material: parchment. 510 x 350 mm. Secular cursus.,"The index for PL-Kkar 5 (Rkp 13) was prepared by James Boyce, O. Carm. (Fordham University) with editorial assistance from Andrew Mitchell (University of Western Ontario).",,21 November 2006,http://cantus.uwaterloo.ca/source/123711
source_596,"München, Bayerische Staatsibliothek, Clm 14 343",,D-Mbs,1351,14th century (1350-1375),century_1350_1374,St. Emmeram,Sankt-Emmeram,provenance_172,bower,,,,,http://cantus.uwaterloo.ca/source/123976
source_597,"Reims, Bibliothèque municipale, 224","Les Sources:  second half of 14th century.Hiley Handbook:  thirteenth century.  cmb suggest shortly after 1300, but only tentatively.",F-RS,"14th, early  (see below)",14th century (1300-1325),century_1300_1324,Reims,Reims,provenance_139,bower,,,,,http://cantus.uwaterloo.ca/source/123996
source_598,"Oxford, Bodleian Library, Bodley 775","See discussion of date in Planchart, Tropes at Winchester pp. 40-43.  Repertoire about 50 years earlier than paleographic evidence.",GB-Ob,Mid-eleventh century,11th century (1025-1050),century_1025_1049,Winchester,Winchester,provenance_209,bower,,,,,http://cantus.uwaterloo.ca/source/123827
source_599,"Cambrai, Bibliothèque municipale, ms 78(79)",Lori Kruckenberg-Goldenstein.  “The Sequence from 1050-1150:  Study of a Genre in Change.  Ph. D. Diss.  U. of Iowa. 1997.  Pp. 185-224.,F-CA,"11th c. second half (Bischoff), last 3rd (cmb)",11th century (2nd half),century_1050_1099,Cambrai,Cambrai (LK),provenance_029,bower,,,,,http://cantus.uwaterloo.ca/source/123854
source_600,"Paris, Bibliothèque nationale, lat. 905",Tempore:  1-185r  (v - vacat)Proprium sanctorum:  186-,F-Pn,early 15th c.,15th century (1st half),century_1400_1449,,Codex Brigotianus,,bower,,,,,http://cantus.uwaterloo.ca/source/124067
source_601,"München, Bayerische Staatsbibliothek, Clm 3008","Graduale:  1-64r---german, staffless neumesCollection of prosae written with no neumes, no margins for neumes, ff. 65r-78v.Sequence collection itself probably early 12th century.  Three sequences added into ‘prosar’ with incerted paper folios (03a,b,c).Two sequences copied into empty space on 59v: 29supp., 30supp.",D-Mbs,11./12./13,12th century (1100-1125),century_1100_1124,Andechs,Andechs,provenance_009,bower,,,,,http://cantus.uwaterloo.ca/source/123875
source_602,"Cambridge, Corpus Christi College, 473","Planchart, Tropes at Winchester, pp. 26-33:  996-1006 — “towards the end of that period.”",GB-Ccc,late 10th century,10th century (975-1000),century_0975_0999,Winchester,Winchester,provenance_209,bower,,,,,http://cantus.uwaterloo.ca/source/123796
source_603,"Den Haag, Koninklije Bibliotheek  128 D 29","Catalogus (1988):  Ontstaan (begin 15de eeuw en de 2de helfte 15de eeuw) in of omtrent Utrecht.  Blijkbaar bestemd voor een eenvoudig vrouwenklooster, denkelijk van Tertiarissen van St. Franciscus.  But:  as Ike de Loos points out, no sequence for St. Francis",NL-DHk,early 15th century,15th century (1400-1425),century_1400_1424,Utrecht,Diocese of Utrecht,provenance_196,bower,,,,,http://cantus.uwaterloo.ca/source/124032
source_604,"Paris, Bibliothèque nationale, fonds lat. 9448","See discussion in Kruckenberg (1997), pp. 131-134See discussion in VdS Eds. Bd. 210",F-Pn,990-95,10th century (975-1000),century_0975_0999,Prüm,Prüm,provenance_132,bower,,,,,http://cantus.uwaterloo.ca/source/123793
